customerID,ChurnProbability,RiskSegment,Recommendation,MonthlyCharges,TotalCharges,tenure,PredictedChurn
6142-VSJQO,0.58689225,High,Send Promotional Email,44.35,44.35,1,1
3458-IDMFK,0.02142901,Low,No Action,20.75,499.4,25,0
6933-FHBZC,0.08209204,Low,No Action,56.05,1553.2,26,0
0221-NAUXK,0.04236255,Low,No Action,19.95,219.5,10,0
9770-KXGQU,0.10729723,Low,No Action,98.6,5311.85,53,0
6437-UKHMV,0.7467761,High,Offer Upgrade Package,79.7,586.05,7,1
6538-POCHL,0.28995946,Medium,No Action,79.0,2576.8,33,0
6726-NNFWD,0.0328025,Low,No Action,89.45,6435.25,71,0
3002-WQZWT,0.5225941,High,Send Promotional Email,74.2,1993.25,29,1
4277-UDIEF,0.113296315,Low,No Action,81.0,1923.85,24,0
1208-NBVFH,0.29155505,Medium,No Action,49.6,939.8,20,0
4912-PIGUY,0.8513184,Critical,Retention Agent + Discount,84.6,84.6,1,1
1114-CENIM,0.15803441,Low,No Action,55.0,3092.65,54,0
6060-DRTNL,0.7415608,High,Offer Upgrade Package,84.85,415.55,5,1
2725-TTRIQ,0.021341557,Low,No Action,84.2,5986.55,72,0
3374-TTZTK,0.14830625,Low,No Action,106.3,5487.0,52,0
8990-ZXLSU,0.46241814,Medium,Send Promotional Email,69.05,651.5,9,0
2275-RBYQS,0.5929722,High,Send Promotional Email,45.4,45.4,1,1
8473-VUVJN,0.84202456,Critical,Retention Agent + Discount,73.65,73.65,1,1
6289-CPNLD,0.15706022,Low,No Action,73.9,2405.05,33,0
5536-SLHPM,0.44537684,Medium,Send Promotional Email,77.75,4458.15,55,0
4419-UJMUS,0.101938486,Low,No Action,99.35,6856.45,69,0
7794-JASDG,0.46118033,Medium,Send Promotional Email,50.75,50.75,1,0
7609-YBPXG,0.031200651,Low,No Action,87.1,4735.2,54,0
5519-TEEUH,0.0339579,Low,No Action,20.15,682.15,33,0
7856-GANIL,0.15653925,Low,No Action,98.7,4525.8,45,0
0804-XBFBV,0.38657355,Medium,No Action,25.2,321.05,11,0
2676-OXPPQ,0.20024122,Low,No Action,55.7,335.65,6,0
3703-TTEPD,0.14973047,Low,No Action,65.35,1424.4,21,0
2799-TSLAG,0.021150332,Low,No Action,25.3,1748.55,65,0
0196-VULGZ,0.7695962,Critical,Offer Upgrade Package,84.35,474.9,6,1
8837-VVWLQ,0.4946241,Medium,Send Promotional Email,84.95,668.4,8,0
2696-NARTR,0.5435968,High,Send Promotional Email,73.85,926.25,11,1
2208-NKVVH,0.021285018,Low,No Action,24.25,1077.95,43,0
7614-QVWQL,0.11817452,Low,No Action,51.8,2541.25,49,0
1976-CFOCS,0.64748085,High,Offer Upgrade Package,46.0,46.0,1,1
4631-OACRM,0.55941725,High,Send Promotional Email,79.4,1156.1,15,1
7139-JZFVG,0.025011778,Low,No Action,60.5,3694.45,60,0
4987-GQWPO,0.20700733,Low,No Action,25.1,382.8,17,0
3755-JBMNH,0.42493364,Medium,Send Promotional Email,71.8,1167.8,16,0
1757-TCATG,0.034425754,Low,No Action,20.05,746.75,35,0
6345-ULYRW,0.16823918,Low,No Action,88.4,3912.9,44,0
4776-XSKYQ,0.091693655,Low,No Action,30.25,368.85,12,0
8048-DSDFQ,0.2754885,Medium,No Action,20.2,20.2,1,0
5753-QQWPW,0.060640942,Low,No Action,59.9,1654.7,28,0
6010-DDPPW,0.022376956,Low,No Action,25.15,1940.85,70,0
1809-DMJHQ,0.37024933,Medium,No Action,46.0,221.7,5,0
6693-FRIRW,0.31390333,Medium,No Action,101.3,1794.65,18,0
6586-MYGKD,0.0316686,Low,No Action,76.95,5289.8,70,0
3173-NVMPX,0.21720535,Low,No Action,55.3,501.2,9,0
0248-PGHBZ,0.033460382,Low,No Action,92.45,6140.85,67,0
0623-GDISB,0.46908134,Medium,Send Promotional Email,48.45,48.45,1,0
2892-GESUL,0.021893961,Low,No Action,19.35,309.25,18,0
6923-EFPNL,0.5224352,High,Send Promotional Email,51.75,201.1,4,1
7472-EQOAV,0.043404587,Low,No Action,86.7,6179.35,71,0
9574-RKJIF,0.47381198,Medium,Send Promotional Email,94.4,2838.7,30,0
2043-WVTQJ,0.44295776,Medium,Send Promotional Email,55.7,55.7,1,0
8034-RYTVV,0.058650102,Low,No Action,84.25,4589.85,55,0
3863-QSTYI,0.1399615,Low,No Action,64.65,3735.45,59,0
2619-WFQWU,0.7799763,Critical,Offer Upgrade Package,70.15,70.15,1,1
5044-LRQAQ,0.42328253,Medium,Send Promotional Email,69.2,477.55,7,0
1716-LSAMB,0.023720568,Low,No Action,54.65,2553.7,45,0
1333-PBMXB,0.033098124,Low,No Action,24.75,1342.15,54,0
6546-OPBBH,0.033098124,Low,No Action,23.95,1216.35,51,0
5985-BEHZK,0.14461325,Low,No Action,105.0,7578.05,72,0
9127-QRZMH,0.043156724,Low,No Action,59.85,2603.95,44,0
5919-VCZYM,0.13942844,Low,No Action,20.05,42.7,2,0
9644-KVCNC,0.10233537,Low,No Action,92.15,6056.9,66,0
2137-DQMEV,0.053709067,Low,No Action,44.8,2983.65,68,0
8174-LNWMW,0.021442598,Low,No Action,20.9,689.35,31,0
9279-CJEOJ,0.5516868,High,Send Promotional Email,95.4,2025.1,21,1
7964-VEXDG,0.3201836,Medium,No Action,80.35,1747.2,21,0
2404-JIBFC,0.029932378,Low,No Action,85.1,4657.95,55,0
0778-NELLA,0.39055234,Medium,No Action,34.7,296.1,9,0
8029-XYPWT,0.047563057,Low,No Action,115.05,8016.6,71,0
4614-NUVZD,0.82244796,Critical,Retention Agent + Discount,81.1,81.1,1,1
4632-PAOYU,0.035960726,Low,No Action,19.95,433.5,22,0
3803-KMQFW,0.29946345,Medium,No Action,20.55,20.55,1,0
6804-GDMOI,0.13486873,Low,No Action,106.6,6428.4,61,0
2990-OGYTD,0.036430754,Low,No Action,86.15,5883.85,67,0
6646-JPPHA,0.2992959,Medium,No Action,78.85,1043.8,14,0
9572-MTILT,0.23573476,Low,No Action,106.75,6252.9,59,0
7658-UYUQS,0.34113824,Medium,No Action,86.55,1857.25,21,0
7880-XSOJX,0.27060175,Medium,No Action,42.4,146.4,4,0
9611-CTWIH,0.7056124,High,Offer Upgrade Package,89.45,240.45,3,1
4589-IUAJB,0.020628525,Low,No Action,24.25,1724.15,70,0
0329-GTIAJ,0.69145185,High,Offer Upgrade Package,97.9,315.3,3,1
8746-BFOAJ,0.04083126,Low,No Action,20.5,429.55,21,0
8457-XIGKN,0.09326771,Low,No Action,19.6,356.15,20,0
6072-NUQCB,0.035960726,Low,No Action,20.25,488.25,22,0
6629-CZTTH,0.6059655,High,Offer Upgrade Package,55.7,55.7,1,1
8838-GPHZP,0.020761263,Low,No Action,20.6,1298.7,63,0
8750-QWZAJ,0.01994126,Low,No Action,19.8,1378.75,70,0
5364-EVNIB,0.5117601,High,Send Promotional Email,79.8,973.45,13,1
6918-UMQCG,0.6270752,High,Offer Upgrade Package,80.2,384.25,5,1
0675-NCDYU,0.03889027,Low,No Action,116.4,8543.25,72,0
6339-DKLMK,0.37372664,Medium,No Action,31.65,389.95,13,0
1346-PJWTK,0.14745142,Low,No Action,94.15,5731.85,61,0
5088-QZLRL,0.29465076,Medium,No Action,20.65,20.65,1,0
8023-QHAIO,0.21066153,Low,No Action,76.85,4275.75,56,0
4397-FRLTA,0.1514309,Low,No Action,20.15,84.5,4,0
3057-VJJQE,0.02683362,Low,No Action,55.25,1924.1,35,0
5087-SUURX,0.46716255,Medium,Send Promotional Email,39.05,669.85,18,0
2302-OUZXB,0.034001548,Low,No Action,82.15,5784.3,72,0
8133-ANHHJ,0.16609061,Low,No Action,103.0,5166.2,49,0
2270-CHBFN,0.15244001,Low,No Action,95.1,4060.55,44,0
0013-EXCHZ,0.7308986,High,Offer Upgrade Package,83.9,267.4,3,1
5982-FPVQN,0.3882068,Medium,No Action,95.15,3532.85,37,0
9107-UKCKY,0.1953036,Low,No Action,79.8,4914.8,61,0
4654-ULTTN,0.027639195,Low,No Action,74.8,5315.8,70,0
5550-VFRLC,0.8206606,Critical,Retention Agent + Discount,69.85,69.85,1,1
5546-BYZSM,0.10602462,Low,No Action,20.45,775.6,41,0
1492-KGETH,0.08092579,Low,No Action,78.35,5445.95,70,0
4929-BSTRX,0.58959657,High,Send Promotional Email,53.55,53.55,1,1
4163-HFTUK,0.051233485,Low,No Action,19.1,1007.8,51,0
8215-NGSPE,0.020583186,Low,No Action,20.0,833.55,42,0
2225-ZRGSG,0.046437375,Low,No Action,93.9,6579.05,70,0
8859-YSTWS,0.03654289,Low,No Action,19.95,1004.5,48,0
5271-YNWVR,0.069204114,Low,No Action,113.15,7856.0,68,0
7601-DHFWZ,0.021292096,Low,No Action,24.0,1183.05,48,0
2657-ALMWY,0.34736156,Medium,No Action,84.95,2169.75,26,0
6330-JKLPC,0.6644276,High,Offer Upgrade Package,80.5,896.9,11,1
4667-OHGKG,0.34654167,Medium,No Action,19.3,19.3,1,0
1998-VHJHK,0.035326637,Low,No Action,19.15,501.35,27,0
1707-HABPF,0.08538218,Low,No Action,91.3,4126.35,46,0
1660-HSOOQ,0.5952047,High,Send Promotional Email,49.65,49.65,1,1
7253-UVNDW,0.031657577,Low,No Action,54.35,2460.15,46,0
0487-VVUVK,0.08239605,Low,No Action,19.15,477.6,25,0
7228-OMTPN,0.7488252,High,Offer Upgrade Package,88.45,370.65,4,1
5063-IUOKK,0.022806827,Low,No Action,19.75,265.75,13,0
4508-OEBEY,0.08342216,Low,No Action,75.5,2424.45,31,0
0027-KWYKW,0.5142732,High,Send Promotional Email,83.75,1849.95,23,1
2308-STERM,0.17456223,Low,No Action,19.4,61.05,2,0
5982-XMDEX,0.021398604,Low,No Action,26.5,1698.55,65,0
6284-AHOOQ,0.28286597,Medium,No Action,90.5,1910.6,22,0
6051-PTVNS,0.034425754,Low,No Action,19.15,998.1,55,0
2344-JMOGN,0.6197608,High,Offer Upgrade Package,94.85,890.6,9,1
3799-ISUZQ,0.5134836,High,Send Promotional Email,69.95,529.5,7,1
2877-VDUER,0.079620324,Low,No Action,40.9,1383.6,35,0
9152-AMKAK,0.033022836,Low,No Action,80.25,493.4,6,0
1794-HBQTJ,0.46908134,Medium,Send Promotional Email,48.6,48.6,1,0
9432-VOFYX,0.46278524,Medium,Send Promotional Email,70.8,1207.0,17,0
8049-WJCLQ,0.21308215,Low,No Action,60.2,563.5,10,0
6586-PSJOX,0.09031528,Low,No Action,55.2,864.55,15,0
2460-FPSYH,0.321778,Medium,No Action,55.8,2109.35,40,0
9705-ZJBCG,0.049094927,Low,No Action,54.15,701.05,13,0
4818-DRBQT,0.38902956,Medium,No Action,80.15,2265.25,29,0
1320-HTRDR,0.7225082,High,Offer Upgrade Package,75.5,220.6,3,1
6847-KJLTS,0.31170386,Medium,No Action,100.4,5749.8,58,0
9670-BPNXF,0.043156724,Low,No Action,62.55,2796.45,45,0
3913-FCUUW,0.017653864,Low,No Action,70.45,5165.7,72,0
3301-VKTGC,0.05533799,Low,No Action,85.5,5696.6,68,0
1493-AMTIE,0.31507015,Medium,No Action,20.2,20.2,1,0
9555-SAHUZ,0.14767957,Low,No Action,54.5,2076.05,38,0
0816-TSPHQ,0.13942844,Low,No Action,20.75,44.2,2,0
9932-WBWIK,0.12720092,Low,No Action,20.35,215.25,11,0
4619-EVPHY,0.17451318,Low,No Action,91.0,1859.5,20,0
5286-YHCVC,0.07321334,Low,No Action,104.8,7470.1,72,0
6424-ELEYH,0.688041,High,Offer Upgrade Package,74.75,229.5,3,1
4391-RESHN,0.5545611,High,Send Promotional Email,104.05,2470.1,23,1
9115-YQHGA,0.1521544,Low,No Action,51.1,2092.9,40,0
4462-CYWMH,0.28067732,Medium,No Action,89.8,5629.55,62,0
8963-MQVYN,0.12356074,Low,No Action,20.55,469.85,22,0
2458-EOMRE,0.17835918,Low,No Action,64.05,733.95,11,0
9334-GWGOW,0.67229116,High,Offer Upgrade Package,74.85,485.25,7,1
6821-BUXUX,0.64756864,High,Offer Upgrade Package,96.65,1244.5,13,1
5028-HTLJB,0.3738688,Medium,No Action,20.05,20.05,1,0
9801-GDWGV,0.62072647,High,Offer Upgrade Package,103.45,3994.45,39,1
6542-LWGXJ,0.5454512,High,Send Promotional Email,25.0,78.25,3,1
5567-GZKQY,0.021442598,Low,No Action,20.3,1131.5,58,0
1222-LRYKO,0.15213902,Low,No Action,26.35,184.05,6,0
2320-JRSDE,0.36230493,Medium,No Action,19.9,19.9,1,0
2087-QAREY,0.17006718,Low,No Action,54.7,1178.75,22,0
0601-WZHJF,0.4231604,Medium,Send Promotional Email,46.35,667.7,14,0
4423-JWZJN,0.12187305,Low,No Action,90.25,5629.15,64,0
5143-WMWOG,0.32505056,Medium,No Action,19.95,19.95,1,0
6490-FGZAT,0.1257189,Low,No Action,20.65,109.3,6,0
5393-RXQSZ,0.8078466,Critical,Retention Agent + Discount,79.6,79.6,1,1
7452-FOLON,0.03558243,Low,No Action,25.45,958.45,39,0
2320-TZRRH,0.03816853,Low,No Action,19.5,403.15,20,0
0231-LXVAP,0.6614857,High,Offer Upgrade Package,75.9,75.9,1,1
9444-JTXHZ,0.8078466,Critical,Retention Agent + Discount,76.2,76.2,1,1
4942-VZZOM,0.05239281,Low,No Action,66.15,4392.5,64,0
5510-BOIUJ,0.2786969,Medium,No Action,19.25,19.25,1,0
7502-BNYGS,0.15985027,Low,No Action,69.1,3168.0,46,0
4291-HYEBC,0.17754883,Low,No Action,39.1,1096.6,28,0
6147-CBCRA,0.08826358,Low,No Action,20.05,669.45,33,0
6047-SUHPR,0.06439716,Low,No Action,59.8,2343.85,39,0
4471-KXAUH,0.42785913,Medium,Send Promotional Email,84.3,3588.4,42,0
9752-ZNQUT,0.62132645,High,Offer Upgrade Package,48.6,48.6,1,1
7638-QVMVY,0.6715321,High,Offer Upgrade Package,79.0,522.95,7,1
1576-PFZIW,0.093247905,Low,No Action,105.35,7511.9,70,0
5666-MBJPT,0.021385044,Low,No Action,25.1,1725.0,65,0
7312-XSBAT,0.46160793,Medium,Send Promotional Email,49.75,49.75,1,0
3096-GKWEB,0.6368599,High,Offer Upgrade Package,94.75,1691.9,18,1
2371-JQHZZ,0.63044053,High,Offer Upgrade Package,93.0,2248.05,24,1
0674-GCDXG,0.027639195,Low,No Action,71.9,4479.2,63,0
1121-QSIVB,0.14282782,Low,No Action,77.55,3471.1,44,0
4396-KLSEH,0.14280473,Low,No Action,19.85,63.0,4,0
3244-DCJWY,0.8205319,Critical,Retention Agent + Discount,70.25,70.25,1,1
2824-MYYBN,0.4875577,Medium,Send Promotional Email,95.25,3314.15,37,0
0875-CABNR,0.6736069,High,Offer Upgrade Package,84.6,865.55,10,1
6345-HOVES,0.22540934,Low,No Action,25.05,852.7,34,0
8318-LCNBW,0.090859465,Low,No Action,53.15,1930.9,35,0
6469-QJKZW,0.15702696,Low,No Action,20.15,91.4,4,0
0147-ESWWR,0.5729143,High,Send Promotional Email,101.25,3949.15,39,1
1217-VASWC,0.2030846,Low,No Action,100.55,4304.0,43,0
7812-FZHPE,0.12576166,Low,No Action,24.1,409.9,17,0
6370-ZVHDV,0.021398604,Low,No Action,25.3,1554.9,61,0
5915-DGNVC,0.08701114,Low,No Action,71.8,3472.05,49,0
6260-XLACS,0.050592992,Low,No Action,19.7,117.8,4,0
3566-CAAYU,0.04804892,Low,No Action,49.85,3210.35,64,0
4983-CCWMC,0.57175785,High,Send Promotional Email,69.6,207.4,3,1
9103-CXVOK,0.31162485,Medium,No Action,19.75,19.75,1,0
2896-TBNBE,0.13341273,Low,No Action,80.8,3132.75,40,0
4797-AXPXK,0.35852686,Medium,No Action,60.0,60.0,1,0
5229-PRWKT,0.7832074,Critical,Offer Upgrade Package,86.55,649.65,8,1
6982-UQZLY,0.4283722,Medium,Send Promotional Email,20.85,20.85,1,0
2522-WLNSF,0.06742676,Low,No Action,64.2,2106.3,34,0
3841-CONLJ,0.6650612,High,Offer Upgrade Package,35.0,35.0,1,1
5057-LCOUI,0.34791157,Medium,No Action,50.75,2011.4,39,0
0193-ESZXP,0.25717357,Medium,No Action,105.5,6205.5,58,0
4475-NVTLU,0.0225443,Low,No Action,19.2,903.7,45,0
4369-HTUIF,0.5128504,High,Send Promotional Email,85.15,503.6,6,1
9386-LDCZR,0.053739693,Low,No Action,90.65,3882.3,43,0
9585-KKMFD,0.020570131,Low,No Action,20.0,879.8,41,0
5399-ZIMKF,0.56534165,High,Send Promotional Email,74.65,383.65,5,1
0336-KXKFK,0.022354411,Low,No Action,61.2,4390.25,72,0
5619-XZZKR,0.043048095,Low,No Action,19.95,68.2,4,0
3948-FVVRP,0.14872529,Low,No Action,54.8,452.8,9,0
5327-XOKKY,0.03940993,Low,No Action,73.45,5329.0,72,0
0983-TATYJ,0.06919077,Low,No Action,51.45,1758.9,33,0
1813-JYWTO,0.02259136,Low,No Action,80.45,5737.6,72,0
0156-FVPTA,0.22244556,Low,No Action,54.2,1152.7,22,0
1984-FCOWB,0.25357437,Medium,No Action,109.5,7674.55,70,0
0654-HMSHN,0.43066242,Medium,Send Promotional Email,104.4,2157.95,21,0
6719-OXYBR,0.509411,High,Send Promotional Email,85.3,1219.85,15,1
3312-ZWLGF,0.40235165,Medium,Send Promotional Email,79.3,2414.55,29,0
6476-YHMGA,0.18888535,Low,No Action,76.5,1155.6,15,0
5287-QWLKY,0.2679724,Medium,No Action,105.1,7548.1,71,0
0795-XCCTE,0.017310532,Low,No Action,25.4,1809.35,72,0
0168-XZKBB,0.6270622,High,Offer Upgrade Package,86.85,1564.4,19,1
3785-NRHYR,0.30476552,Medium,No Action,19.65,19.65,1,0
5196-SGOAK,0.81157035,Critical,Retention Agent + Discount,75.7,75.7,1,1
4537-DKTAL,0.5250349,High,Send Promotional Email,45.55,84.4,2,1
7072-MBHEV,0.54024297,High,Send Promotional Email,78.1,864.85,11,1
5602-BVFMK,0.043048095,Low,No Action,19.3,228.75,12,0
6297-NOOPG,0.10243867,Low,No Action,110.5,7752.05,70,0
1891-UAWWU,0.45948893,Medium,Send Promotional Email,90.8,1951.0,20,0
8204-TIFGJ,0.09506155,Low,No Action,20.3,470.6,23,0
8050-DVOJX,0.028993515,Low,No Action,81.35,4060.9,49,0
6108-OQZDQ,0.7631328,Critical,Offer Upgrade Package,97.95,384.5,4,1
0363-QJVFX,0.25988635,Medium,No Action,108.15,3432.9,32,0
8903-XEBGX,0.5184051,High,Send Promotional Email,55.3,108.65,2,1
8169-SAEJD,0.033277024,Low,No Action,56.55,3952.65,69,0
9840-DVNDC,0.6502897,High,Offer Upgrade Package,80.5,463.05,6,1
1089-XZWHH,0.020570131,Low,No Action,19.7,494.05,24,0
2325-WINES,0.23281272,Low,No Action,104.05,3416.85,32,0
6064-ZATLR,0.02587385,Low,No Action,52.85,1498.65,27,0
3096-JRDSO,0.49870908,Medium,Send Promotional Email,104.3,2867.75,27,0
7824-PANSQ,0.14815038,Low,No Action,80.65,4807.35,58,0
8042-JVNFH,0.78625494,Critical,Offer Upgrade Package,71.35,71.35,1,1
9648-BCHKM,0.02312542,Low,No Action,24.65,471.35,18,0
2888-ADFAO,0.020570131,Low,No Action,21.3,1041.8,47,0
8707-HOEDG,0.12516095,Low,No Action,110.2,7689.8,70,0
3374-LXDEV,0.5759828,High,Send Promotional Email,89.4,1132.35,13,1
4072-IPYLT,0.1202771,Low,No Action,51.05,1815.0,36,0
7167-PCEYD,0.020761263,Low,No Action,19.8,1311.3,67,0
4936-YPJNK,0.14114174,Low,No Action,19.9,199.45,10,0
1580-BMCMR,0.40379053,Medium,Send Promotional Email,87.3,1637.3,19,0
4817-KEQSP,0.015933381,Low,No Action,19.85,1326.35,71,0
6408-WHTEF,0.02023826,Low,No Action,89.4,6376.55,72,0
9251-AWQGT,0.020583186,Low,No Action,20.0,935.9,48,0
8749-CLJXC,0.30476552,Medium,No Action,20.05,20.05,1,0
7989-VCQOH,0.21405582,Low,No Action,83.25,1611.15,18,0
5049-GLYVG,0.2754885,Medium,No Action,20.6,20.6,1,0
4199-QHJNM,0.0892362,Low,No Action,102.9,6989.7,67,0
8882-TLVRW,0.023257274,Low,No Action,39.1,2779.5,69,0
5883-GTGVD,0.6900986,High,Offer Upgrade Package,99.95,1931.75,19,1
5135-GRQJV,0.046028797,Low,No Action,114.5,8331.95,72,0
2384-OVPSA,0.022561697,Low,No Action,20.2,735.9,38,0
1371-WEPDS,0.17351997,Low,No Action,55.8,2283.3,40,0
3580-GICBM,0.019788513,Low,No Action,24.2,1445.2,61,0
4817-QRJSX,0.7142868,High,Offer Upgrade Package,81.0,818.05,10,1
9730-DRTMJ,0.053172853,Low,No Action,72.8,2333.05,32,0
4686-UXDML,0.55576307,High,Send Promotional Email,99.85,1992.55,21,1
3349-ANQNH,0.28433663,Medium,No Action,99.5,5890.0,59,0
2398-YPMUR,0.4965127,Medium,Send Promotional Email,70.15,916.75,13,0
0932-YIXYU,0.021442598,Low,No Action,20.25,1029.8,47,0
7480-SPLEF,0.02052789,Low,No Action,26.0,1796.55,69,0
7636-XUHWW,0.16036591,Low,No Action,19.9,33.7,2,0
1431-CYWMH,0.09399194,Low,No Action,19.05,454.05,22,0
5937-EORGB,0.6349606,High,Offer Upgrade Package,96.5,1392.25,15,1
6349-JDHQP,0.021442598,Low,No Action,19.85,1049.6,53,0
5539-HIVAK,0.12878357,Low,No Action,25.7,734.6,28,0
5847-MXBEO,0.03816853,Low,No Action,20.3,475.1,22,0
9985-MWVIX,0.7799763,Critical,Offer Upgrade Package,70.15,70.15,1,1
4583-PARNH,0.46099627,Medium,Send Promotional Email,91.55,1540.05,16,0
1116-FRYVH,0.02309909,Low,No Action,39.4,1978.65,48,0
1421-HCERK,0.28085837,Medium,No Action,105.7,3181.8,30,0
9633-XQABV,0.61858195,High,Offer Upgrade Package,70.25,229.7,3,1
0716-BQNDX,0.061436843,Low,No Action,93.75,5625.55,57,0
1265-XTECC,0.12601809,Low,No Action,96.55,6581.9,68,0
1183-CANVH,0.079878405,Low,No Action,60.0,1347.15,23,0
1972-XMUWV,0.03396023,Low,No Action,59.8,3808.2,65,0
8679-LZBMD,0.13971776,Low,No Action,90.65,3974.15,44,0
3407-JMJQQ,0.058153883,Low,No Action,109.0,7661.8,71,0
6252-DFGTK,0.041604117,Low,No Action,68.1,2479.25,37,0
1539-LNKHM,0.13861527,Low,No Action,20.4,266.6,12,0
8645-KOMJQ,0.037697144,Low,No Action,81.95,5601.4,69,0
0289-IVARM,0.14969888,Low,No Action,60.55,1982.6,35,0
9761-XUJWD,0.29772037,Medium,No Action,65.6,339.9,5,0
4057-FKCZK,0.044362508,Low,No Action,82.5,4828.05,58,0
4291-TPNFG,0.01984305,Low,No Action,82.3,5980.55,72,0
6087-YPWHO,0.018040508,Low,No Action,68.15,4808.7,72,0
3090-QFUVD,0.31260318,Medium,No Action,20.3,20.3,1,0
2237-ZFSMY,0.17833467,Low,No Action,95.55,3692.85,39,0
1722-LDZJS,0.034425754,Low,No Action,20.2,1068.15,53,0
1818-ESQMW,0.3875015,Medium,No Action,89.2,2383.6,27,0
4871-JTKJF,0.8206606,Critical,Retention Agent + Discount,69.65,69.65,1,1
1415-YFWLT,0.83098614,Critical,Retention Agent + Discount,89.3,89.3,1,1
7401-RUBNK,0.3398242,Medium,No Action,74.8,1438.05,18,0
0506-YLVKJ,0.020570131,Low,No Action,20.2,917.45,46,0
8661-BOYNW,0.02187285,Low,No Action,84.4,6096.45,72,0
6711-VTNRE,0.3052501,Medium,No Action,87.55,3078.1,36,0
4815-GBTCD,0.60796547,High,Offer Upgrade Package,25.15,99.95,4,1
2805-AUFQN,0.021442598,Low,No Action,19.8,475.2,25,0
0980-PVMRC,0.27115208,Medium,No Action,50.85,2036.55,40,0
7233-DRTRF,0.5150842,High,Send Promotional Email,102.4,6444.05,63,1
3500-RMZLT,0.5622876,High,Send Promotional Email,96.3,1426.75,15,1
3873-NFTGI,0.23752224,Low,No Action,55.5,767.55,14,0
1162-ECVII,0.06489991,Low,No Action,109.75,7932.5,72,0
7048-GXDAY,0.3882603,Medium,No Action,106.4,4040.65,39,0
8571-ZCMCX,0.030489802,Low,No Action,60.0,2768.65,47,0
1169-WCVAK,0.18521449,Low,No Action,88.8,1672.35,19,0
4548-SDBKE,0.7957821,Critical,Offer Upgrade Package,85.2,474.8,5,1
8066-POXGX,0.5089558,High,Send Promotional Email,35.1,446.1,13,1
7129-CAKJW,0.28634807,Medium,No Action,80.05,1345.65,17,0
8695-ARGXZ,0.5528675,High,Send Promotional Email,75.55,2425.4,34,1
3570-YUEKJ,0.20929769,Low,No Action,49.55,2077.95,42,0
4143-OOBWZ,0.7746154,Critical,Offer Upgrade Package,81.3,416.3,5,1
1555-HAPSU,0.016218225,Low,No Action,23.9,1663.5,71,0
1697-NVVGY,0.1955908,Low,No Action,66.4,1286.05,19,0
7854-EKTJL,0.17444281,Low,No Action,19.6,35.85,2,0
8464-EETCQ,0.021442598,Low,No Action,18.8,1094.35,57,0
2419-FSORS,0.09619151,Low,No Action,108.4,7719.5,72,0
8132-YPVBX,0.71778756,High,Offer Upgrade Package,85.95,514.6,6,1
9102-IAYHT,0.55227107,High,Send Promotional Email,85.45,1451.6,17,1
6754-LZUKA,0.041693624,Low,No Action,80.9,4932.5,61,0
3422-LYEPQ,0.8093389,Critical,Retention Agent + Discount,71.0,71.0,1,1
8099-MZPUJ,0.122427344,Low,No Action,111.8,5443.65,48,0
0787-LHDYT,0.134498,Low,No Action,20.6,330.25,16,0
2642-DTVCO,0.7882941,Critical,Offer Upgrade Package,85.05,746.5,9,1
0374-IOEGQ,0.49624032,Medium,Send Promotional Email,44.6,122.7,3,0
4361-JEIVL,0.63777405,High,Offer Upgrade Package,44.4,44.4,1,1
3197-NNYNB,0.09085334,Low,No Action,105.1,6631.85,65,0
3396-DKDEL,0.060893927,Low,No Action,115.15,8250.0,70,0
1752-OZXFY,0.052751295,Low,No Action,59.8,3561.15,60,0
9066-QRSDU,0.052369982,Low,No Action,26.3,1763.55,69,0
9112-WSNPU,0.41408947,Medium,Send Promotional Email,70.55,2419.0,35,0
9867-NNXLC,0.101290934,Low,No Action,20.05,470.2,22,0
5321-NTRKC,0.04181833,Low,No Action,79.85,5234.95,66,0
1363-TXLSL,0.8206606,Critical,Retention Agent + Discount,70.3,70.3,1,1
9507-EXLTT,0.8019453,Critical,Retention Agent + Discount,79.35,79.35,1,1
3161-GETRM,0.3373037,Medium,No Action,90.05,3097.0,34,0
0402-OAMEN,0.015678426,Low,No Action,24.45,1709.1,72,0
6933-VLYFX,0.09260122,Low,No Action,59.95,1848.8,31,0
6754-WKSHP,0.03558243,Low,No Action,25.35,723.3,30,0
9846-GKXAS,0.7124616,High,Offer Upgrade Package,90.8,809.75,9,1
6017-PPLPX,0.4647522,Medium,Send Promotional Email,70.45,1470.95,20,0
4976-LNFVV,0.2884516,Medium,No Action,34.3,577.15,19,0
5055-MGMGF,0.30114105,Medium,No Action,105.05,6914.95,65,0
4641-FROLU,0.020583186,Low,No Action,19.3,602.9,30,0
2862-JVEOY,0.044517916,Low,No Action,19.15,124.4,6,0
2969-QWUBZ,0.49566174,Medium,Send Promotional Email,51.4,96.8,2,0
9822-BIIGN,0.1314734,Low,No Action,71.85,3827.9,53,0
2077-MPJQO,0.7118579,High,Offer Upgrade Package,75.4,533.05,7,1
1534-OULXE,0.04509185,Low,No Action,49.7,2961.4,61,0
7136-RVDTZ,0.19581595,Low,No Action,45.25,3264.45,70,0
2971-SGAFL,0.32252797,Medium,No Action,78.75,995.35,13,0
1480-IVEVR,0.08337042,Low,No Action,81.6,2815.25,35,0
2905-KFQUV,0.5746381,High,Send Promotional Email,70.4,154.8,2,1
